Nonce,Result
30974,2.12
30975,1.13
30976,1.35
30977,1.47
30978,1.17
30979,1
30980,2.84
30981,2.44
30982,1.4
30983,1.89
30984,1.61
30985,106.55
30986,1.25
30987,3.52
30988,2.01
30989,2.61
30990,4.62
30991,3.73
30992,2.23
30993,34.56
30994,5.98
30995,6.66
30996,1.62
30997,2.0
30998,1.22
30999,1.19
31000,1.09
31001,1.12
31002,1.17
31003,2.71
31004,1.09
31005,1.22
31006,1.18
31007,1.22
31008,1.77
31009,2.1
31010,2.43
31011,1.51
31012,9.78
31013,1.15
31014,1.38
31015,19.2
31016,10.96
31017,7.18
31018,1.12
31019,2.78
31020,4.03
31021,2.04
31022,1.38
31023,1.16
31024,4.75
31025,1
31026,1.62
31027,1.01
31028,1.71
31029,2.3
31030,5.52
31031,2.2
31032,37.02
31033,13.86
31034,1.24
31035,1.61
31036,1.21
31037,1.48
31038,28519.61
31039,1.33
31040,3.03
31041,1.11
31042,1.16
31043,10.68
31044,1.85
31045,1.15
31046,1.52
31047,1.21
31048,1.21
31049,7.23
31050,1.29
31051,1.71
31052,1.23
31053,3.96
31054,1.05
31055,4.17
31056,1.24
31057,1.32
31058,2.47
31059,1.06
31060,12.99
31061,1.66
31062,1.39
31063,1.15
31064,3.22
31065,2.41
31066,1.23
31067,1.56
31068,1.77
31069,2.87
31070,4.1
31071,1.07
31072,1.08
31073,1.57
31074,1.5
31075,1.81
31076,1.12
31077,4.49
31078,2.24
31079,1.11
31080,2.03
31081,18.37
31082,14.04
31083,1
31084,3.85
31085,1.15
31086,1.39
31087,1.09
31088,2.25
31089,1.9
31090,1.53
31091,1.27
31092,1.27
31093,2.01
31094,3.48
31095,1.47
31096,1.79
31097,1.08
31098,1.0
31099,2.32
31100,1.11
31101,1.05
31102,1.1
31103,2.52
31104,3.73
31105,6.62
31106,2.41
31107,1.75
31108,1.18
31109,3.26
31110,1.37
31111,1.21
31112,2.28
31113,2.15
31114,1.16
31115,3.04
31116,1.01
31117,2.41
31118,2.52
31119,1.33
31120,3.63
31121,1.21
31122,1.18
31123,12.13
31124,2.85
31125,1.02
31126,4.53
31127,8.36
31128,3.85
31129,1.98
31130,24.71
31131,1.18
31132,20.84
31133,20.16
31134,83.18
31135,1.21
31136,1.2
31137,1.1
31138,3.93
31139,13.89
31140,4.88
31141,2.67
31142,1.53
31143,3.6
31144,1.6
31145,8.62
31146,4.57
31147,2.02
31148,1.4
31149,42.9
31150,1.64
31151,2.36
31152,2.95
31153,1.82
31154,1.22
31155,1.81
31156,2.88
31157,1.8
31158,5.99
31159,1.33
31160,1.41
31161,1.43
31162,1.2
31163,177.31
31164,1.59
31165,11.29
31166,1.04
31167,1.06
31168,4.6
31169,1.0
31170,22.63
31171,2.45
31172,3.36
31173,4.04
31174,24.56
31175,4.16
31176,1.38
31177,1.14
31178,1.11
31179,1.43
31180,4.73
31181,1.93
31182,1.98
31183,1.03
31184,8.64
31185,2.22
31186,19.26
31187,2.43
31188,2.0
31189,4.94
31190,3.29
31191,14.22
31192,2.88
31193,4.32
31194,1.04
31195,5.47
31196,3.07
31197,3.59
31198,2.44
31199,2.65
31200,1.3
31201,1.03
31202,1.45
31203,2.26
31204,1.4
31205,2.34
31206,2.61
31207,1.9
31208,1.0
31209,1.64
31210,10.75
31211,3.29
31212,1.37
31213,1.54
31214,1.78
31215,1.26
31216,1.63
31217,1.72
31218,2.48
31219,2.48
31220,2.05
31221,1.02
31222,4.14
31223,4.04
31224,3.51
31225,1.05
31226,3.75
31227,1.05
31228,3.5
31229,11.43
31230,1.11
31231,1.08
31232,1.22
31233,5.74
31234,1.56
31235,1.61
31236,1.81
31237,2.02
31238,6.4
31239,8.54
31240,1.07
31241,12.87
31242,1.01
31243,1.17
31244,5.73
31245,1.87
31246,2.72
31247,3.07
31248,5.42
31249,1.01
31250,8.14
31251,1.32
31252,1.27
31253,5.46
31254,3.32
31255,9.77
31256,1.26
31257,1.27
31258,26.75
31259,1.61
31260,5.38
31261,2.36
31262,1.29
31263,1.24
31264,1.58
31265,2.29
31266,1.75
31267,1.64
31268,1.42
31269,3.98
31270,1.07
31271,1.29
31272,10.78
31273,1.4
31274,1.2
31275,1.77
31276,6.0
31277,3.74
31278,1.35
31279,4.87
31280,2.44
31281,1.06
31282,131.95
31283,7.61
31284,1.35
31285,2.7
31286,63.63
31287,1.27
31288,1.18
31289,3.97
31290,2.65
31291,3.29
31292,2.38
31293,3.24
31294,1.6
31295,1.31
31296,2.34
31297,1.79
31298,1.4
31299,44.84
31300,5.5
31301,1.11
31302,1.02
31303,1.44
31304,3.4
31305,1.48
31306,4.42
31307,2.24
31308,6.2
31309,1.14
31310,1.54
31311,2.15
31312,1.14
31313,12.18
31314,12.57
31315,3.24
31316,1.31
31317,2.62
31318,7.08
31319,1.0
31320,26.98
31321,100.06
31322,13.97
31323,1.16
31324,1.47
31325,1.0
31326,1.38
31327,2.07
31328,1.46
31329,4.65
31330,1.28
31331,7.53
31332,1.17
31333,2.03
31334,1.07
31335,1.55
31336,1.02
31337,1.87
31338,5.1
31339,1
31340,1.45
31341,1.92
31342,1.32
31343,2.19
31344,1.38
31345,3.33
31346,1.46
31347,2.05
31348,1.58
31349,2.39
31350,2.37
31351,1.96
31352,1.84
31353,3.59
31354,12.71
31355,1.08
31356,9.91
31357,1.03
31358,1.84
31359,7.99
31360,6.53
31361,1.53
31362,8.08
31363,1.18
31364,3.29
31365,10.2
31366,2.46
31367,3.51
31368,1.15
31369,1.6
31370,1.28
31371,1.45
31372,1.43
31373,26.99
31374,2.96
31375,119.42
31376,4.25
31377,2.31
31378,27.21
31379,30.79
31380,3.61
31381,1.62
31382,6.98
31383,1.5
31384,16.11
31385,2.8
31386,1.85
31387,1.2
31388,1.43
31389,1.16
31390,3.29
31391,1.43
31392,1.2
31393,6.26
31394,3.83
31395,2.98
31396,1.09
31397,1.08
31398,1.55
31399,1.49
31400,1.21
31401,10.79
31402,1.73
31403,1.39
31404,1.83
31405,1.09
31406,1.25
31407,1.2
31408,4.28
31409,2.29
31410,7.18
31411,22.46
31412,1.05
31413,11.54
31414,40.25
31415,16.23
31416,5.79
31417,56.03
31418,7.64
31419,1.43
31420,22.05
31421,4.2
31422,2.02
31423,1.07
31424,1.66
31425,1.13
31426,1.01
31427,1.33
31428,2.03
31429,2.28
31430,4.93
31431,4.63
31432,1.4
31433,1.1
31434,2.53
31435,212.45
31436,2.63
31437,1.18
31438,21.12
31439,1.23
31440,10.5
31441,34.27
31442,5.11
31443,2.1
31444,1.66
31445,2.82
31446,2.8
31447,1.25
31448,3.72
31449,1.37
31450,11.71
31451,1.85
31452,1.06
31453,3.18
31454,2.63
31455,1.82
31456,1.25
31457,18.81
31458,1.35
31459,96.67
31460,1.13
31461,1.72
31462,1.07
31463,3.11
31464,1.61
31465,5.91
31466,41.85
31467,8.04
31468,1.89
31469,4.67
31470,1.79
31471,2.55
31472,10.59
31473,2.73
31474,1.72
31475,1.38
31476,1.26
31477,1.09
31478,2.01
31479,1.4
31480,1.38
31481,1.75
31482,2.18
31483,7.39
31484,1.43
31485,1.6
31486,1.64
31487,1.46
31488,1.99
31489,1.82
31490,2.29
31491,1.02
31492,3.11
31493,2.02
31494,2.2
31495,1.7
31496,82.82
31497,6.41
31498,1.97
31499,16.89
31500,1.75
31501,1.9
31502,3.6
31503,23.18
31504,4.96
31505,1.35
31506,2.4
31507,1.27
31508,1.79
31509,1.21
31510,1.68
31511,1.31
31512,1.0
31513,1.74
31514,1.51
31515,2.05
31516,1.61
31517,1.33
31518,7.96
31519,4.24
31520,1.6
31521,1.52
31522,12.83
31523,2.51
31524,10.31
31525,2.35
31526,19.96
31527,1.51
31528,1.64
31529,1.75
31530,4.42
31531,4.73
31532,1.5
31533,1.51
31534,3.95
31535,1.06
31536,1.4
31537,9.06
31538,1.37
31539,2.72
31540,1.11
31541,1.08
31542,4.33
31543,2.52
31544,2.99
31545,9.59
31546,11.87
31547,8.53
31548,1.58
31549,1.3
31550,1.13
31551,1.72
31552,3.71
31553,23.49
31554,60.72
31555,5.52
31556,1.66
31557,1.13
31558,7.5
31559,52.3
31560,2.7
31561,3.74
31562,1.51
31563,1
31564,2.12
31565,13.68
31566,4.25
31567,29.7
31568,8.89
31569,120.16
31570,2.04
31571,1.39
31572,15.02
31573,1.99
31574,11.58
31575,18.15
31576,2.7
31577,3.24
31578,1.66
31579,2.58
31580,2.62
31581,1.04
31582,1.88
31583,12.84
31584,15.72
31585,34.66
31586,6.82
31587,1.1
31588,1.78
31589,3.25
31590,1.02
31591,1.31
31592,3.88
31593,1.84
31594,1.94
31595,1.9
31596,10.05
31597,1.26
31598,1.42
31599,3.65
31600,1.21
31601,10.16
31602,5.45
31603,8.22
31604,1.14
31605,1.8
31606,1.19
31607,1.23
31608,1.01
31609,1.25
31610,1.21
31611,3.94
31612,4.1
31613,2.3
31614,5.06
31615,1.82
31616,1.52
31617,1.64
31618,1.1
31619,1.13
31620,8.3
31621,1.21
31622,3.54
31623,2.86
31624,1
31625,10.5
31626,1.18
31627,3.47
31628,2.55
31629,1
31630,1.01
31631,1.2
31632,2.95
31633,3.0
31634,2.57
31635,1.8
31636,1.7
31637,1.66
31638,3.71
31639,1.9
31640,1.79
31641,2.18
31642,4.26
31643,2.15
31644,2.23
31645,2.3
31646,1.75
31647,1.07
31648,2.15
31649,1.62
31650,1.09
31651,1.84
31652,1.19
31653,1.26
31654,1.25
31655,1.14
31656,4.43
31657,7.97
31658,77.89
31659,1.12
31660,1.41
31661,1.93
31662,5.41
31663,1.22
31664,1.29
31665,6.03
31666,2.65
31667,4.24
31668,1
31669,1.69
31670,2.1
31671,1.41
31672,174.14
31673,3.67
31674,1.02
31675,2.65
31676,2.38
31677,10.66
31678,2.89
31679,1.07
31680,6.2
31681,68.52
31682,2.49
31683,11.02
31684,2.16
31685,1.31
31686,1.91
31687,1.39
31688,5.58
31689,8.2
31690,1.4
31691,1.27
31692,65.51
31693,1.71
31694,2.53
31695,1.51
31696,1.38
31697,4.03
31698,1.04
31699,1.04
31700,19.3
31701,2.1
31702,2.49
31703,1.09
31704,6.97
31705,1.91
31706,1.61
31707,3.16
31708,2.26
31709,1.84
31710,3.51
31711,8.97
31712,1.04
31713,2.73
31714,1.51
31715,2.06
31716,1.13
31717,1.86
31718,2.0
31719,1.77
31720,13.82
31721,1.03
31722,1.1
31723,24.04
31724,3.5
31725,3.78
31726,2.18
31727,2.63
31728,2.34
31729,1.9
31730,1.13
31731,2.14
31732,8.82
31733,2.55
31734,2.8
31735,2.92
31736,1.32
31737,1.35
31738,1.47
31739,1.15
31740,1.29
31741,2.24
31742,2.96
31743,1.43
31744,9.84
31745,2.5
31746,4.37
31747,4.86
31748,2.27
31749,5.73
31750,3.98
31751,180.53
31752,1.16
31753,4.51
31754,5.5
31755,1.22
31756,3.05
31757,5.27
31758,1.52
31759,1.4
31760,1.83
31761,26.3
31762,152.53
31763,3.13
31764,1.56
31765,11.25
31766,1.15
31767,3.52
31768,2.55
31769,1.27
31770,1.1
31771,1.2
31772,1.97
31773,1.06
31774,1.65
31775,2.13
31776,23.83
31777,1.32
31778,86.13
31779,3.47
31780,1.08
31781,1.58
31782,3.45
31783,1.03
31784,1.01
31785,16.21
31786,13.12
31787,2.06
31788,2.27
31789,3.18
31790,3.6
31791,2.23
31792,1.11
31793,1.07
31794,1.29
31795,1.91
31796,2.12
31797,3.05
31798,1.55
31799,1.17
31800,1.81
31801,1.02
31802,1.34
31803,3.81
31804,11.29
31805,1.13
31806,1.02
31807,2.27
31808,6.41
31809,1.03
31810,2.37
31811,3.63
31812,4.93
31813,1.16
31814,1.03
31815,1.1
31816,13.07
31817,10.75
31818,2.23
31819,3.4
31820,1.25
31821,1.22
31822,2.59
31823,5.76
31824,1.27
31825,2.33
31826,1.42
31827,2.08
31828,1.91
31829,1.26
31830,4.83
31831,17.77
31832,2.71
31833,11.27
31834,1.01
31835,5.05
31836,2.34
31837,4.22
31838,1.6
31839,2.0
31840,1.93
31841,16.24
31842,1.11
31843,7.08
31844,1.25
31845,1.93
31846,1.68
31847,2.81
31848,1.29
31849,8.69
31850,61.99
31851,2.9
31852,6.57
31853,1.71
31854,2.34
31855,4.43
31856,6.36
31857,5.23
31858,1.5
31859,1.54
31860,3.79
31861,3.29
31862,3.24
31863,2.9
31864,3.51
31865,6.96
31866,1.4
31867,34.61
31868,69.56
31869,2.13
31870,1.2
31871,2.05
31872,2.39
31873,9.37
31874,1.2
31875,6.83
31876,4.56
31877,2.37
31878,4.33
31879,2.15
31880,1.29
31881,1.45
31882,3.28
31883,7.13
31884,1.92
31885,6.01
31886,1.11
31887,8.58
31888,2.63
31889,1.6
31890,1.01
31891,1.98
31892,10.4
31893,1.04
31894,1.11
31895,2.01
31896,2.26
31897,1.77
31898,1.28
31899,2.07
31900,1.15
31901,1.42
31902,1.04
31903,1.08
31904,1.47
31905,1.19
31906,1.63
31907,1.07
31908,1.67
31909,1.24
31910,1.26
31911,1.77
31912,5.23
31913,1.97
31914,1.76
31915,1.94
31916,1.02
31917,18.95
31918,5.89
31919,2.97
31920,1.24
31921,5.6
31922,1.67
31923,1.11
31924,2.82
31925,51.28
31926,5.52
31927,1.1
31928,1.34
31929,1.04
31930,3.24
31931,1.78
31932,2.04
31933,1.34
31934,2.74
31935,1.14
31936,2.2
31937,1.3
31938,2.87
31939,139.67
31940,1.69
31941,1.7
31942,10.34
31943,17.71
31944,1.14
31945,1.18
31946,1.27
31947,1.98
31948,8.22
31949,1.64
31950,2.04
31951,1.05
31952,8.09
31953,2.71
31954,6.66
31955,2.84
31956,6.59
31957,1.25
31958,9.28
31959,16.17
31960,4.09
31961,1.01
31962,1.5
31963,2.88
31964,10.57
31965,1.42
31966,1.65
31967,2.31
31968,1.27
31969,3.03
31970,3.39
31971,5.86
31972,1.8
31973,6.34
31974,3.91
31975,1.16
31976,1.4
31977,1.5
31978,3.71
31979,1.26
31980,1.28
31981,1.24
31982,2.77
31983,1
31984,5.94
31985,1.79
31986,3.82
31987,31.14
31988,1.7
31989,1
31990,1.42
31991,2.64
31992,1.43
31993,1.07
31994,1.68
31995,1.01
31996,5.6
31997,3.37
31998,6.17
31999,2.81
32000,1.04
32001,4.07
32002,1.54
32003,1.24
32004,1
32005,2.36
32006,1.89
32007,1.15
32008,4.96
32009,27.09
32010,2.45
32011,1.91
32012,1.52
32013,2.14
32014,1.04
32015,9.77
32016,2.14
32017,1.1
32018,1.53
32019,1.92
32020,2.43
32021,1.14
32022,3.5
32023,1.18
32024,3.0
32025,4.7
32026,16.57
32027,1.4
32028,1.4
32029,1.1
32030,2.24
32031,1.47
32032,1.61
32033,1.57
32034,6.89
32035,2.53
32036,1.63
32037,2.35
32038,1.39
32039,28.65
32040,4.74
32041,1.12
32042,29.99
32043,4.55
32044,3.53
32045,9.23
32046,9.89
32047,4.97
32048,1.34
32049,5.04
32050,2.78
32051,2.21
32052,4.59
32053,7.53
32054,1.19
32055,1.64
32056,30.37
32057,5.2
32058,1.0
32059,1.44
32060,1.96
32061,2.27
32062,3.06
32063,1.83
32064,1.23
32065,1
32066,2.08
32067,2.06
32068,4.12
32069,1.64
32070,1.4
32071,1.73
32072,2.05
32073,3.32
32074,5.48
32075,1.26
32076,1
32077,1.25
32078,91.73
32079,1.41
32080,8.48
32081,1.47
32082,1.38
32083,1.49
32084,1.65
32085,1.39
32086,2.22
32087,1.55
32088,2.38
32089,1.17
32090,1.2
32091,2.14
32092,1.25
32093,2.18
32094,2.01
32095,3.92
32096,1.36
32097,5.17
32098,1
32099,1.4
32100,32.6
32101,1.98
32102,1.58
32103,1.13
32104,3.33
32105,2.03
32106,6.36
32107,3.22
32108,25.95
32109,1.45
32110,7.41
32111,2.26
32112,2.5
32113,2.05
32114,4.37
32115,3.76
32116,2.42
32117,1.43
32118,3.11
32119,7.38
32120,1.22
32121,1.22
32122,1.35
32123,2.13
32124,1.24
32125,9.57
32126,1.03
32127,1.31
32128,1.85
32129,1.02
32130,1.52
32131,1.77
32132,1.0
32133,2.83
32134,2.82
32135,1.2
32136,1.3
32137,1.24
32138,2.22
32139,1.83
32140,1.03
32141,6.75
32142,3.32
32143,1.53
32144,6.11
32145,3.01
32146,2.59
32147,1.14
32148,1.03
32149,1.49
32150,8.74
32151,3.69
32152,1.47
32153,1.28
32154,4.54
32155,1.37
32156,7.04
32157,1.4
32158,1.33
32159,2.0
32160,1.2
32161,19.74
32162,1.64
32163,1.44
32164,1.04
32165,1.03
32166,1.14
32167,2.4
32168,3.73
32169,1.54
32170,2.53
32171,4.09
32172,1.32
32173,18.02
32174,1.28
32175,1.47
32176,1.22
32177,27.45
32178,1.59
32179,1.43
32180,14.85
32181,1.76
32182,1.59
32183,49.3
32184,3.19
32185,4.0
32186,1.86
32187,2.27
32188,12.5
32189,1.59
32190,5.0
32191,5.5
32192,2.38
32193,1.31
32194,137.92
32195,1.54
32196,1.53
32197,1.02
32198,1.25
32199,1.28
32200,1.93
32201,2.39
32202,5.02
32203,1.07
32204,1.02
32205,1.79
32206,1.69
32207,7.1
32208,2.57
32209,1.66
32210,3.71
32211,2.64
32212,18.61
32213,5.43
32214,1.49
32215,2.84
32216,2.82
32217,2.58
32218,1.18
32219,18.73
32220,6.83
32221,8.71
32222,1.94
32223,2.85
32224,1.75
32225,2.94
32226,1.28
32227,1.39
32228,1.54
32229,1.46
32230,2.43
32231,3.73
32232,1.0
32233,1
32234,1.06
32235,2.47
32236,3.71
32237,2.78
32238,2.73
32239,1.34
32240,10.56
32241,2.2
32242,4.75
32243,1.18
32244,1.59
32245,2.89
32246,1.31
32247,6.16
32248,1.02
32249,1.21
32250,2.25
32251,5.84
32252,1.31
32253,40.92
32254,5.1
32255,1.11
32256,4.12
32257,10.53
32258,1.7
32259,1.95
32260,3.15
32261,2.02
32262,2.52
32263,13.18
32264,2.58
32265,1.36
32266,7.97
32267,1.64
32268,2.11
32269,20.69
32270,6.63
32271,2.86
32272,1.08
32273,2.56
32274,3.36
32275,1.33
32276,3.11
32277,1.15
32278,1.26
32279,16.13
32280,1.08
32281,1.55
32282,4.6
32283,2.26
32284,1.02
32285,1.39
32286,1.34
32287,1.17
32288,1.06
32289,1.28
32290,1.72
32291,1.15
32292,1.32
32293,1.49
32294,2.02
32295,1.17
32296,6.38
32297,3.98
32298,1.26
32299,1.12
32300,1.08
32301,1.01
32302,1.45
32303,2.48
32304,1.27
32305,1.22
32306,1.01
32307,1.2
32308,1.47
32309,1.4
32310,1.63
32311,1.35
32312,2.68
32313,12.43
32314,1.14
32315,5.39
32316,8.65
32317,1.78
32318,4.06
32319,8.14
32320,1.53
32321,1.3
32322,10.52
32323,6.26
32324,1.76
32325,3.51
32326,1.0
32327,3.11
32328,1.97
32329,1.36
32330,1.71
32331,23.11
32332,1.18
32333,1.8
32334,1.64
32335,1.14
32336,2.22
32337,1.81
32338,2.28
32339,7.93
32340,4.53
32341,1.71
32342,12.76
32343,1.86
32344,1.09
32345,1.12
32346,1.02
32347,1.85
32348,5.39
32349,4.44
32350,4.49
32351,1.09
32352,1.81
32353,5.75
32354,1.9
32355,2.06
32356,3.03
32357,2.89
32358,1.62
32359,3.41
32360,2.28
32361,2.24
32362,1.21
32363,1.18
32364,19.07
32365,1.17
32366,2.91
32367,2.18
32368,2.77
32369,1.0
32370,1.82
32371,2.39
32372,11.22
32373,2.84
32374,2.77
32375,4.6
32376,1.4
32377,6.6
32378,1.54
32379,1.17
32380,3.71
32381,12.08
32382,1.27
32383,1.66
32384,13.76
32385,1.99
32386,3.78
32387,1.31
32388,4.56
32389,1.72
32390,14.18
32391,2.17
32392,11.74
32393,10.69
32394,3.4
32395,1.54
32396,1.14
32397,1.17
32398,2.25
32399,2.94
32400,1.24
32401,1.55
32402,54.6
32403,3.04
32404,1.42
32405,1.01
32406,2.87
32407,2.0
32408,10.71
32409,3.11
32410,1.23
32411,1.39
32412,2.78
32413,1.61
32414,1.62
32415,3.07
32416,1.02
32417,1.76
32418,1.56
32419,24.49
32420,1.47
32421,1.02
32422,1.05
32423,1.17
32424,3.32
32425,1.43
32426,3.52
32427,3.67
32428,23.76
32429,3.22
32430,32.79
32431,3.7
32432,1.3
32433,3.26
32434,5.67
32435,1.05
32436,3.16
32437,1.31
32438,31.24
32439,1
32440,1.69
32441,1.54
32442,1.48
32443,9.53
32444,18.91
32445,1.04
32446,1.64
32447,1.45
32448,1.0
32449,1.25
32450,1.82
32451,2.12
32452,1.96
32453,1.06
32454,7.9
32455,6.54
32456,1.39
32457,3.49
32458,2.96
32459,1.21
32460,2.56
32461,9.18
32462,10.84
32463,31.26
32464,1.11
32465,8.15
32466,3.72
32467,9.22
32468,1.95
32469,1.87
32470,1.04
32471,1.25
32472,1.69
32473,1.07
32474,1.1
32475,3.1
32476,1.39
32477,3.44
32478,10.32
32479,6.99
32480,7.66
32481,1.1
32482,78.39
32483,1.41
32484,1.5
32485,1.21
32486,1.16
32487,5.11
32488,1.88
32489,1.06
32490,3.12
32491,4.61
32492,4.68
32493,1.17
32494,1.01
32495,10.1
32496,2.59
32497,5.97
32498,1.51
32499,1.16
32500,1.35
32501,4.69
32502,1.01
32503,3.83
32504,23.15
32505,16.42
32506,1.04
32507,1.91
32508,2.03
32509,9.5
32510,3.02
32511,1.39
32512,2.57
32513,3.86
32514,1.47
32515,4.55
32516,1.44
32517,1.44
32518,1.09
32519,11.31
32520,2.39
32521,1.0
32522,2.48
32523,9.81
32524,1.99
32525,3.05
32526,1.56
32527,268.93
32528,4.76
32529,1.33
32530,3.76
32531,5.12
32532,3.81
32533,4.48
32534,1.86
32535,17.05
32536,1.61
32537,1.18
32538,1.54
32539,1.37
32540,6.01
32541,1.14
32542,1.52
32543,4.06
32544,1.4
32545,1.37
32546,1.23
32547,1.32
32548,2.1
32549,18.17
32550,2.01
32551,1.92
32552,1
32553,4.41
32554,1.0
32555,1.03
32556,2.17
32557,1.82
32558,3.67
32559,3.17
32560,1.32
32561,1.1
32562,1.17
32563,19.9
32564,1.46
32565,1.14
32566,1.41
32567,1.77
32568,1.79
32569,1.07
32570,1.02
32571,1.47
32572,99.11
32573,4.48
32574,1.29
32575,1.95
32576,1.11
32577,1.47
32578,1.58
32579,1.01
32580,7.47
32581,1.86
32582,1.18
32583,14.6
32584,1.3
32585,20.94
32586,1.02
32587,16.06
32588,1.24
32589,1.33
32590,2.65
32591,7.9
32592,9.34
32593,1.94
32594,1.0
32595,1.53
32596,4.19
32597,1.02
32598,7.89
32599,2.68
32600,20.69
32601,1.06
32602,1.01
32603,1.76
32604,4.23
32605,4.97
32606,1.43
32607,1.58
32608,1.39
32609,1.47
32610,2.12
32611,2.5
32612,1.05
32613,1.18
32614,2.58
32615,1.32
32616,1.26
32617,18.76
32618,1.17
32619,1.32
32620,1
32621,18.85
32622,1.0
32623,1.83
32624,1.96
32625,6.25
32626,1.29
32627,1.61
32628,1.09
32629,1.08
32630,2.44
32631,1.26
32632,1.16
32633,1.96
32634,4.08
32635,1.14
32636,1.11
32637,1.6
32638,1.08
32639,1.19
32640,4.3
32641,2.04
32642,1.56
32643,2.91
32644,8.64
32645,26.95
32646,1.29
32647,1.37
32648,1.51
32649,1.1
32650,2.33
32651,2.51
32652,1.16
32653,4.42
32654,3.82
32655,2.86
32656,3.24
32657,1.7
32658,2.09
32659,1.73
32660,7.61
32661,1.22
32662,15.81
32663,1.23
32664,1.13
32665,1.3
32666,1.05
32667,1.13
32668,1.15
32669,2.59
32670,36.58
32671,3.24
32672,4.59
32673,1.3
32674,6.04
32675,3.24
32676,3.04
32677,3.96
32678,3.05
32679,2.96
32680,1.54
32681,2.98
32682,2.53
32683,2.19
32684,17.11
32685,1.29
32686,6.42
32687,1.05
32688,1.85
32689,1.1
32690,3.07
32691,1.65
32692,1.15
32693,4.95
32694,53.36
32695,2.87
32696,1.0
32697,2.42
32698,2.11
32699,3.59
32700,1.38
32701,6.29
32702,1.03
32703,4.23
32704,3.22
32705,2.65
32706,3.36
32707,2.24
32708,1.21
32709,2.9
32710,1.05
32711,1.3
32712,1.97
32713,1.23
32714,1.01
32715,11.86
32716,1.12
32717,37.86
32718,7.35
32719,1.0
32720,1.68
32721,3.17
32722,2.03
32723,1.77
32724,2.35
32725,1.41
32726,2039.75
32727,3.82
32728,2.14
32729,8.44
32730,2.21
32731,1.03
32732,23.38
32733,1.57
32734,5.4
32735,1.34
32736,1.48
32737,5.48
32738,1
32739,1.3
32740,3.58
32741,1.07
32742,1.01
32743,1.03
32744,1.05
32745,1.28
32746,1.27
32747,1.76
32748,2.12
32749,1.73
32750,1.23
32751,1.23
32752,1.2
32753,1.77
32754,1.27
32755,10.55
32756,2.22
32757,1.05
32758,2.56
32759,10.9
32760,6.44
32761,2.66
32762,327.03
32763,1.48
32764,1.2
32765,1.8
32766,1.33
32767,33.08
32768,7.85
32769,7.65
32770,3.76
32771,1.02
32772,7.38
32773,2.13
32774,1.73
32775,8.75
32776,1.37
32777,1.64
32778,3.7
32779,9.94
32780,7.67
32781,1.07
32782,1.16
32783,1.3
32784,2.86
32785,2.68
32786,1.1
32787,8.48
32788,1.47
32789,1.72
32790,1.03
32791,1.18
32792,1.9
32793,2.63
32794,1.31
32795,1.13
32796,3.45
32797,1.0
32798,2.23
32799,1.82
32800,1.29
32801,1.0
32802,2.45
32803,41.45
32804,1.38
32805,1.0
32806,1.54
32807,2.11
32808,1.48
32809,1.59
32810,1.63
32811,1.37
32812,1.52
32813,1.24
32814,1.49
32815,21.04
32816,1.62
32817,2.09
32818,2.52
32819,1.28
32820,1.13
32821,2.23
32822,3.1
32823,1.21
32824,2.76
32825,2.1
32826,6.52
32827,3.15
32828,2.77
32829,2.09
32830,1.01
32831,1.64
32832,1.07
32833,389.33
32834,2.78
32835,1.75
32836,1.5
32837,3.75
32838,1.22
32839,5.62
32840,1.06
32841,1.44
32842,5.05
32843,3.46
32844,1.31
32845,36.48
32846,3.93
32847,4.71
32848,3.76
32849,2.25
32850,2.01
32851,1.38
32852,1.07
32853,1.82
32854,1.46
32855,1.61
32856,1.22
32857,3.91
32858,2.93
32859,1.47
32860,1
32861,8.19
32862,1.22
32863,7.85
32864,2.53
32865,1.02
32866,1.58
32867,1.72
32868,3.01
32869,1.88
32870,1.99
32871,8.48
32872,2.4
32873,1.39
32874,1.01
32875,1.18
32876,4.92
32877,1.33
32878,1.54
32879,18.95
32880,3.76
32881,14.73
32882,2.27
32883,3.32
32884,1.47
32885,1.33
32886,102.59
32887,114.48
32888,2.72
32889,3.13
32890,1.85
32891,1.77
32892,62.49
32893,1.42
32894,2.26
32895,1.18
32896,1.22
32897,1.28
32898,1.4
32899,3.22
32900,1.04
32901,1.88
32902,13.19
32903,10.16
32904,3.18
32905,1.56
32906,1.3
32907,15.52
32908,1.33
32909,2.24
32910,1.18
32911,1.31
32912,1.81
32913,2.57
32914,1.89
32915,2.64
32916,9.34
32917,29.85
32918,1.5
32919,1.99
32920,4.59
32921,3.2
32922,1.01
32923,2.31
32924,1.63
32925,1.15
32926,1.81
32927,1.32
32928,1.14
32929,13.27
32930,2.17
32931,2.68
32932,2.07
32933,3.23
32934,1.16
32935,2.26
32936,1.56
32937,4.45
32938,2.75
32939,2.78
32940,60.56
32941,1.94
32942,3.38
32943,2.2
32944,1.08
32945,1.83
32946,7.45
32947,1.2
32948,1.0
32949,5.49
32950,1.76
32951,1.31
32952,1.91
32953,1.05
32954,2.99
32955,1.15
32956,2.18
32957,1.22
32958,1.66
32959,1.17
32960,2.25
32961,1.34
32962,72.49
32963,1.38
32964,1.18
32965,1.03
32966,11.86
32967,1.26
32968,1.86
32969,11.2
32970,1.1
32971,2.06
32972,1.42
32973,1.02
32974,1.62
32975,5.64
32976,14.67
32977,2.05
